,STORE NAME,STORE ADDRESS,WEBSITE,EMAIL,PHONE
13,BIKE-CENTERSANITARIADIADELINACURIONE,"VIALEVINCENZOFLORIO,169-90016-COLLESANO(PA)",NA,SANITARIACURIONE@LIBERO.IT,3284832319
14,BSBIKEDISCARPINATOGIUSEPPA,VIALAZIO-90044-CARINI(PA),NA,GIUSISCARPINATO@OUTLOOK.IT,3382945251
15,CANNATELLAMASSIMO,VIAPAPIRETO14A-90134-PALERMO(PA),NA,MASSIMO.CANNATELLA@GMAIL.COM,3334135995
16,CASCINOANGELO&C.SNC-FIL.DITERMINIIMERESE,CORSOUMBERTOEMARGHERITA-90018-TERMINIIMERESE(PA),WWW.CASCINO.IT,FILIPPO.RINELLA@CASCINO.IT,0918112711
17,CASCINOANGELO&C.SNC-FILIALEDIBAGHERIA,VIACATULLOSNC-90011-BAGHERIA(PA),WWW.CASCINO.IT,GIANLUCA.CASTIGLIA@CASCINO.IT,091931286
18,CASCINOANGELO&C.SNC-FILIALEDILASCARI,C/DAPIANAROMANASNC-90010-LASCARI(PA),WWW.CASCINO.IT,SALVATORE.RINALDO@CASCINO.IT,0921911396
19,CENTROMOTOM.P.,C/DAPIANOOSPEDALE-90024-GANGI(PA),NA,CENTROMOTOMP@ALICE.IT,0921689759
20,CHPCOMPUTERHOUSE,SALVATOREALDISIO19-90146-PALERMO(PA),WWW.CHP.IT,CHP@CHPWEB.COM,91526110
21,CICLIVACCARODIGABRIELEVACCARO,"CORSOCALATIFIMI,954-90131-PALERMO(PA)",NA,CICLIVACCARO@GMAIL.COM,3272579449
22,CICLIMOSCHITTADIMOSCHITTARAFFAELE,VIALEONARDODAVINCI596/598-90135-PALERMO(PA),NA,CIcliMOSCHITTA@LIBERO.IT,3298504725
23,CICLOFFICINADIANDREADIMAIO,VIAVINCENZODIMARCO-90143-PALERMO(PA),NA,CICLOFFICINAPALERMO@GMAIL.COM,0916264704
24,CITTA'DELSOLESRL,VIASIRACUSAN.5/A-90141-PALERMO(PA),NA,PALERMO@CITTADELSOLE.COM,091306168
25,CO2SRL,VIAANDREAGIARDINA10-90145-PALERMO(PA),WWW.CO2BIKE.COM,CO2COSENTINOBICI@GMAIL.COM,0917524039
26,CO2SRL,VIAANDREAGIARDINA10-90145-PALERMO(PA),WWW.CO2BIKE.COM,CO2COSENTINOBICI@GMAIL.COM,0917524039
27,COSENTINOBICISRL,PIAZZALEONI26-90143-PALERMO(PA),NA,COSENTINOCARMELO@LIVE.IT,091525770
28,COSTANZAROBERTO,"VIAVITTORIOEMANUELE,276-90048-SANGIUSEPPEJATO(PA)",NA,COSTANZAROBERTO@LIBERO.IT,3336363614
29,CRONOSBIKEDIMANISCALCOGIUSEPPE,VIAGUGLIELMOMARCONI54-90141-PALERMO(PA),WWW.CRONOSBIKE.IT,CRONOSBIKE@LIBERO.IT,0912773888
30,CRONOSBIKEDIMANISCALCOGIUSEPPE,VIABUONRIPOSO81/b-90124-PALERMO(PA),WWW.CRONOSBIKE.IT,CRONOSBIKE@LIBERO.IT,0915076810
31,CUCCOGOMME,FONTEDICAMAR73-90013-CASTELBUONO(PA),NA,CUCCOGOMME@GMAIL.COM,0921672484
32,D.&F.DIPIAZZASIMONA,CORSOALDOMORO-90031-BELMONTEMEZZAGNO(PA),WWW.DFTOYS.IT,PIAZZA_SIMONA@LIBERO.IT,3207275229
33,DARICELLOS.R.L.,VIASTEFANOTURR26-90145-PALERMO(PA),WWW.DARICELLO.IT,INFO@DARICELLO.IT,091225798
34,DREAM'SBIKE2,VIALECROCEROSSA-90146-PALERMO(PA),NA,NA,0915087267
35,DREAM'SBIKEDICALVARUSOANNA,VIAGIUSEPPEGIUSTI-90039-VILLABATE(PA),NA,PIERO.NAPOLI@YAHOO.IT,0916142517
36,DTWBIKESRL,VIAGACESAREO35-90144-PALERMO(PA),WWW.DTWBIKE.IT,MARTORANA.DTW@LIBERO.IT,0915070396
37,ECOBIKEDIBIVONACALOGEROMARCO,VIAJOHANNWOLFGANGVONGOETHE51-90138-PALERMO(PA),WWW.ECOBIKEPALERMO.IT,ECOBIKEPALERMO@GMAIL.COM,0917776163
38,ECOBELLO,VIAPAPAGIOVANNIXXIII91-95-90011-BAGHERIA(PA),WWW.ECO-BELLO.COM,INFO@ECO-BELLO.COM,0917931505
39,ECOMAVSRL,VIAVINCENZOSPINELLI5-90144-PALERMO(PA),WWW.ECOMAV.COM,ECOMAV@LIBERO.IT,0916900705
40,ELETTROCASADIRAUSIGIUSEPPE,VIALEDELLAREGIONE100-90047-PARTINICO(PA),NA,GIUSEPPERAUSI77@LIBERO.IT,0918781035
41,ELI.CARSDIMARIAGAMBINO,VIADELL'ORSAMINOREN.202-90124-PALERMO(PA),NA,MARIAELIAG@YAHOO.IT,3496132068
42,EMOTOSOCIETACOOPERATIVA,VIAPRINCIPEDIPATERNO24/26-90144-PALERMO(PA),WWW.EMOTOPALERMO.IT,EMOTOPALERMO@GMAIL.COM,3510018745
43,EMPORIORAFFACOMPUTERPOINT,VIALEEUROPA127-90036-MISILMERI(PA),WWSW.EMPORIORAFFA.IT,EMPORIORAFFA@GMAIL.COM,0918733785
44,ENERGYHUB,VIADEILEONI57-90143-PALERMO(PA),WWW.ENERGYHUB.IT,INFO@ENERGYHUB.IT,0912754395
45,EUROBICIDINOBILEPIETRO,VIAPRINCIPEUMBERTO166-90047-PARTINICO(PA),NA,EUROBICIPARTINICO@GMAIL.COM,0918902826
46,EURONICSBRUNOCENTROPICASSOVILLABATE,"VIAALCIDEDEGASPERI,259-90039-VILLABATE(PA)",NA,NA,NA
47,EURONICSBRUNOPALERMO,VIAPIETRONENNI-90146-PALERMO(PA),NA,PALERMO@BRUNO.IT,NA
48,EVOLBIKE,VialeCroceRossa50-90144-PALERMO(PA),WWW.EVOLBIKE.IT,INFO@EVOLBIKE.IT,091515244
49,EXPERTCITYBOLOGNETTA,"SS118KM0,200-90030-BOLOGNETTA(PA)",NA,EXPERTCITYBOLOGNETTA@LIBERO.IT,0918737682
50,EXPERTCITYMISILMERI,VIAVINCENZOINGRASSIAN11-90036-MISILMERI(PA),NA,LOSCRIGNO@HOTMAIL.IT,0915078973
